Amount, BHeap Insert, BHeap Pop, PQueue Insert, PQueue Pop
1.2297e+07, 4.16406, 4.61e-06, 2.30884, 1.19e-06
1.2298e+07, 4.16474, 3.06e-06, 2.309, 1.66e-06
1.2299e+07, 4.16544, 2.64e-06, 2.30918, 1.08e-06
1.23e+07, 4.16614, 2.77e-06, 2.3094, 1.02e-06
1.2301e+07, 4.16683, 3.5e-06, 2.30965, 1.16e-06
1.2302e+07, 4.16747, 2.55e-06, 2.30981, 1.09e-06
1.2303e+07, 4.16813, 4.45e-06, 2.30997, 1.98e-06
1.2304e+07, 4.16877, 5.74e-06, 2.31012, 1.21e-06
1.2305e+07, 4.16945, 3.88e-06, 2.31026, 8.3e-07
1.2306e+07, 4.17009, 2.22e-06, 2.31039, 7.7e-07
1.2307e+07, 4.1705, 2.05e-06, 2.31052, 9.4e-07
1.2308e+07, 4.17109, 2.32e-06, 2.31069, 1.24e-06
1.2309e+07, 4.17175, 1.91e-06, 2.31092, 8.3e-07
1.231e+07, 4.17218, 3.11e-06, 2.31106, 1.13e-06
1.2311e+07, 4.17261, 2.19e-06, 2.31119, 7.4e-07
1.2312e+07, 4.173, 1.77e-06, 2.31132, 7.4e-07
1.2313e+07, 4.17343, 1.86e-06, 2.31145, 8.5e-07
1.2314e+07, 4.17384, 1.91e-06, 2.31158, 8.3e-07
1.2315e+07, 4.17425, 2.15e-06, 2.31171, 7.1e-07
1.2316e+07, 4.17467, 1.97e-06, 2.31187, 7.6e-07
1.2317e+07, 4.17506, 1.93e-06, 2.312, 7.8e-07
1.2318e+07, 4.17548, 1.54e-06, 2.31213, 7.1e-07
1.2319e+07, 4.17587, 1.94e-06, 2.31224, 7e-07
1.232e+07, 4.17629, 2.11e-06, 2.31237, 7.9e-07
1.2321e+07, 4.17671, 1.72e-06, 2.3125, 6.9e-07
1.2322e+07, 4.17711, 2.97e-06, 2.31269, 8.2e-07
1.2323e+07, 4.17758, 4.48e-06, 2.31286, 1.21e-06
1.2324e+07, 4.17816, 6.57e-06, 2.31304, 8.2e-07
1.2325e+07, 4.1788, 4.72e-06, 2.31317, 6.9e-07
1.2326e+07, 4.17955, 2.76e-06, 2.3133, 7.5e-07
1.2327e+07, 4.17994, 1.83e-06, 2.31343, 8.6e-07
1.2328e+07, 4.18073, 2.73e-06, 2.31356, 8e-07
1.2329e+07, 4.18115, 2.08e-06, 2.31371, 7.4e-07
1.233e+07, 4.18159, 2.34e-06, 2.31386, 1.07e-06
1.2331e+07, 4.18222, 2.92e-06, 2.31405, 8e-07
1.2332e+07, 4.18261, 1.96e-06, 2.31418, 7.9e-07
1.2333e+07, 4.18305, 2.03e-06, 2.31431, 7.4e-07
1.2334e+07, 4.18353, 3.65e-06, 2.31443, 7.9e-07
1.2335e+07, 4.18408, 3.94e-06, 2.31456, 7.1e-07
1.2336e+07, 4.1848, 3.36e-06, 2.3147, 8.1e-07
1.2337e+07, 4.18524, 2.61e-06, 2.31483, 7.8e-07
1.2338e+07, 4.18565, 2.91e-06, 2.31496, 7.4e-07
1.2339e+07, 4.18608, 3.61e-06, 2.31509, 8.3e-07
1.234e+07, 4.18648, 3.41e-06, 2.31522, 8.3e-07
1.2341e+07, 4.18694, 3.49e-06, 2.31535, 6.9e-07
1.2342e+07, 4.18759, 3.65e-06, 2.31548, 7.1e-07
1.2343e+07, 4.1883, 4.03e-06, 2.31562, 7.9e-07
1.2344e+07, 4.18899, 2.56e-06, 2.31574, 9.5e-07
1.2345e+07, 4.18959, 5.02e-06, 2.31587, 8.3e-07
1.2346e+07, 4.19026, 3.27e-06, 2.316, 7.3e-07
1.2347e+07, 4.19092, 3.72e-06, 2.31613, 7.7e-07
1.2348e+07, 4.19157, 2.56e-06, 2.31628, 7.5e-07
1.2349e+07, 4.19219, 2.92e-06, 2.3164, 7e-07
1.235e+07, 4.19282, 2.01e-06, 2.31654, 7.1e-07
1.2351e+07, 4.19324, 2.12e-06, 2.31667, 7.3e-07
1.2352e+07, 4.19365, 2.86e-06, 2.3168, 7.4e-07
1.2353e+07, 4.19427, 2.22e-06, 2.31693, 7.4e-07
1.2354e+07, 4.19468, 2.01e-06, 2.31707, 1.66e-06
1.2355e+07, 4.19508, 2.05e-06, 2.31735, 1.07e-06
1.2356e+07, 4.19549, 2.09e-06, 2.31768, 1.33e-06
1.2357e+07, 4.19605, 5.34e-06, 2.31786, 1.06e-06
1.2358e+07, 4.19656, 4.85e-06, 2.31804, 1.14e-06
1.2359e+07, 4.19702, 3.56e-06, 2.31821, 1e-06
1.236e+07, 4.19755, 2.27e-06, 2.3184, 1.08e-06
1.2361e+07, 4.19798, 3.21e-06, 2.31858, 9.7e-07
1.2362e+07, 4.1984, 2.6e-06, 2.31876, 1.03e-06
1.2363e+07, 4.1988, 1.82e-06, 2.31895, 1.05e-06
1.2364e+07, 4.19921, 5.59e-06, 2.3191, 9.5e-07
1.2365e+07, 4.19961, 2.48e-06, 2.31929, 9.1e-07
1.2366e+07, 4.20001, 2.82e-06, 2.31945, 7.5e-07
1.2367e+07, 4.20045, 1.99e-06, 2.31958, 8e-07
1.2368e+07, 4.20083, 3.65e-06, 2.31971, 6.9e-07
1.2369e+07, 4.20127, 2e-06, 2.31983, 6.9e-07
1.237e+07, 4.20166, 1.94e-06, 2.31996, 7e-07
1.2371e+07, 4.20209, 2.21e-06, 2.32011, 1.11e-06
1.2372e+07, 4.20249, 1.93e-06, 2.3203, 8.2e-07
1.2373e+07, 4.20289, 2.05e-06, 2.32044, 7.9e-07
1.2374e+07, 4.20329, 1.8e-06, 2.32057, 1.47e-06
1.2375e+07, 4.2039, 3.16e-06, 2.32077, 1.01e-06
1.2376e+07, 4.20429, 1.72e-06, 2.32094, 8.3e-07
1.2377e+07, 4.2047, 2.18e-06, 2.32107, 7.4e-07
1.2378e+07, 4.2051, 1.64e-06, 2.32131, 9.6e-07
1.2379e+07, 4.20551, 1.81e-06, 2.32147, 7.6e-07
1.238e+07, 4.20593, 2.6e-06, 2.3216, 7.7e-07
1.2381e+07, 4.20633, 3.25e-06, 2.32173, 7.4e-07
1.2382e+07, 4.20673, 2.18e-06, 2.32186, 7.7e-07
1.2383e+07, 4.20713, 3.53e-06, 2.32242, 1.22e-06
1.2384e+07, 4.20756, 1.98e-06, 2.32265, 1.03e-06
1.2385e+07, 4.20796, 2.73e-06, 2.32282, 9.6e-07
1.2386e+07, 4.20836, 1.91e-06, 2.32302, 9.1e-07
1.2387e+07, 4.20877, 2.15e-06, 2.32321, 8.5e-07
1.2388e+07, 4.20937, 6.8e-06, 2.32338, 1.2e-06
1.2389e+07, 4.21122, 2.41e-06, 2.32353, 1.12e-06
1.239e+07, 4.21163, 2.17e-06, 2.32368, 8.7e-07
1.2391e+07, 4.21204, 2.24e-06, 2.32381, 7.6e-07
1.2392e+07, 4.21252, 4.25e-06, 2.32394, 8.3e-07
1.2393e+07, 4.21292, 2.19e-06, 2.32407, 7.2e-07
1.2394e+07, 4.21349, 2.47e-06, 2.3242, 7.5e-07
1.2395e+07, 4.2139, 2.97e-06, 2.32433, 7.2e-07
1.2396e+07, 4.21433, 4.87e-06, 2.32446, 9.4e-07
1.2397e+07, 4.21493, 2.26e-06, 2.32459, 7.9e-07
1.2398e+07, 4.21534, 1.77e-06, 2.32472, 7.3e-07
1.2399e+07, 4.21573, 1.82e-06, 2.32484, 8e-07
1.24e+07, 4.21614, 2.39e-06, 2.32498, 7.7e-07
1.2401e+07, 4.21653, 1.74e-06, 2.32512, 7.2e-07
1.2402e+07, 4.21701, 1.92e-06, 2.32531, 1.24e-06
1.2403e+07, 4.21742, 2.16e-06, 2.32553, 1.13e-06
1.2404e+07, 4.21783, 2.02e-06, 2.32573, 1.28e-06
1.2405e+07, 4.21824, 2.91e-06, 2.32591, 1.2e-06
1.2406e+07, 4.21863, 2.09e-06, 2.32609, 1.05e-06
1.2407e+07, 4.21905, 2.77e-06, 2.32627, 1.01e-06
1.2408e+07, 4.21946, 1.82e-06, 2.32645, 1.57e-06
1.2409e+07, 4.21986, 2.31e-06, 2.3266, 9.1e-07
1.241e+07, 4.22027, 2.46e-06, 2.32679, 9.8e-07
1.2411e+07, 4.22068, 1.99e-06, 2.32698, 1.14e-06
1.2412e+07, 4.2211, 1.86e-06, 2.32722, 1e-06
1.2413e+07, 4.22152, 2.08e-06, 2.32744, 9.7e-07
1.2414e+07, 4.22192, 1.73e-06, 2.32764, 9.3e-07
1.2415e+07, 4.22232, 2.21e-06, 2.32784, 2.77e-06
1.2416e+07, 4.22274, 2.22e-06, 2.32804, 8.5e-07
1.2417e+07, 4.22314, 2.3e-06, 2.32818, 8e-07
1.2418e+07, 4.22355, 2.89e-06, 2.32831, 7.1e-07
1.2419e+07, 4.22411, 2.12e-06, 2.32844, 7.8e-07
1.242e+07, 4.22453, 3.5e-06, 2.32857, 7.4e-07
1.2421e+07, 4.22514, 3.92e-06, 2.3287, 7.6e-07
1.2422e+07, 4.22562, 1.279e-05, 2.32884, 7.7e-07
1.2423e+07, 4.22613, 4.97e-06, 2.32897, 8.3e-07
1.2424e+07, 4.22672, 6.37e-06, 2.32908, 7e-07
1.2425e+07, 4.22716, 2.14e-06, 2.32921, 8.5e-07
1.2426e+07, 4.22776, 3.95e-06, 2.32934, 7.6e-07
1.2427e+07, 4.22817, 2.2e-06, 2.32947, 7.6e-07
1.2428e+07, 4.22873, 2.92e-06, 2.3296, 7.6e-07
1.2429e+07, 4.22914, 2.03e-06, 2.32974, 7.8e-07
1.243e+07, 4.22976, 2.25e-06, 2.32987, 8.3e-07
1.2431e+07, 4.23099, 4.21e-06, 2.33, 7.9e-07
1.2432e+07, 4.23143, 1.97e-06, 2.33013, 7.8e-07
1.2433e+07, 4.23185, 1.96e-06, 2.33026, 7.4e-07
1.2434e+07, 4.23228, 1.83e-06, 2.33039, 1.06e-06
1.2435e+07, 4.2327, 1.69e-06, 2.33052, 7.5e-07
1.2436e+07, 4.23317, 1.73e-06, 2.33065, 1.57e-06
1.2437e+07, 4.23359, 2.02e-06, 2.33078, 7.1e-07
1.2438e+07, 4.23403, 2.29e-06, 2.33091, 7.3e-07
1.2439e+07, 4.23445, 1.87e-06, 2.33102, 6.9e-07
1.244e+07, 4.23489, 1.58e-06, 2.33115, 7.1e-07
1.2441e+07, 4.2355, 5.03e-06, 2.33128, 8.1e-07
1.2442e+07, 4.23593, 6.68e-06, 2.33142, 8.1e-07
1.2443e+07, 4.23636, 1.81e-06, 2.33158, 7.6e-07
1.2444e+07, 4.23679, 1.99e-06, 2.33171, 7.5e-07
1.2445e+07, 4.2372, 1.69e-06, 2.33184, 7.5e-07
1.2446e+07, 4.23764, 2.2e-06, 2.33198, 8.4e-07
1.2447e+07, 4.23803, 1.98e-06, 2.33211, 7.4e-07
1.2448e+07, 4.23845, 2.6e-06, 2.33224, 7.7e-07
1.2449e+07, 4.23885, 2e-06, 2.33238, 7.3e-07
1.245e+07, 4.23924, 2.79e-06, 2.33251, 7.6e-07
1.2451e+07, 4.23979, 2.11e-06, 2.33264, 7.3e-07
1.2452e+07, 4.24018, 1.85e-06, 2.33277, 7.4e-07
1.2453e+07, 4.2406, 2.02e-06, 2.3329, 9.1e-07
1.2454e+07, 4.24101, 1.98e-06, 2.33301, 7.6e-07
1.2455e+07, 4.2415, 2.82e-06, 2.33314, 7.1e-07
1.2456e+07, 4.2419, 1.93e-06, 2.33328, 7.3e-07
1.2457e+07, 4.24243, 2.01e-06, 2.33342, 7.1e-07
1.2458e+07, 4.24282, 3.81e-06, 2.33355, 8.1e-07
1.2459e+07, 4.24325, 5.24e-06, 2.33368, 7.5e-07
1.246e+07, 4.24365, 5.11e-06, 2.33381, 7.2e-07
1.2461e+07, 4.24407, 3.99e-06, 2.33394, 7.4e-07
1.2462e+07, 4.24448, 1.9e-06, 2.33407, 7.6e-07
1.2463e+07, 4.24511, 3.45e-06, 2.33422, 1.69e-06
1.2464e+07, 4.24552, 1.83e-06, 2.3344, 9.7e-07
1.2465e+07, 4.24591, 1.74e-06, 2.33459, 9.2e-07
1.2466e+07, 4.24631, 2.14e-06, 2.33476, 8.7e-07
1.2467e+07, 4.24671, 1.77e-06, 2.33489, 8.3e-07
1.2468e+07, 4.24712, 1.6e-06, 2.33502, 8.4e-07
1.2469e+07, 4.24751, 1.62e-06, 2.33516, 7.5e-07
1.247e+07, 4.24791, 2.32e-06, 2.33527, 9.6e-07
1.2471e+07, 4.24833, 1.88e-06, 2.33541, 7.7e-07
1.2472e+07, 4.24873, 2.76e-06, 2.33554, 7.1e-07
1.2473e+07, 4.24912, 1.88e-06, 2.33567, 7.5e-07
1.2474e+07, 4.24952, 1.86e-06, 2.3358, 7.1e-07
1.2475e+07, 4.24993, 2.21e-06, 2.33594, 8.1e-07
1.2476e+07, 4.25033, 2.11e-06, 2.33609, 7.3e-07
1.2477e+07, 4.25074, 2.05e-06, 2.33627, 8.1e-07
1.2478e+07, 4.25115, 2.66e-06, 2.33641, 6.9e-07
1.2479e+07, 4.25157, 2.05e-06, 2.33654, 8.1e-07
1.248e+07, 4.25198, 1.73e-06, 2.33667, 7.5e-07
1.2481e+07, 4.25237, 1.89e-06, 2.3368, 7.4e-07
1.2482e+07, 4.2528, 1.83e-06, 2.33693, 7.5e-07
1.2483e+07, 4.2532, 2.6e-06, 2.33716, 1.35e-06
1.2484e+07, 4.25361, 2.82e-06, 2.3376, 1.33e-06
1.2485e+07, 4.25418, 2.8e-06, 2.33779, 8.2e-07
1.2486e+07, 4.25467, 3.69e-06, 2.338, 1.02e-06
1.2487e+07, 4.25519, 2.95e-06, 2.3382, 1.25e-06
1.2488e+07, 4.2556, 2.01e-06, 2.33834, 7.6e-07
1.2489e+07, 4.25604, 2.59e-06, 2.33847, 7.6e-07
1.249e+07, 4.25646, 2.23e-06, 2.3386, 7.6e-07
1.2491e+07, 4.25686, 1.77e-06, 2.33873, 7.5e-07
1.2492e+07, 4.2573, 2.85e-06, 2.33886, 8e-07
1.2493e+07, 4.25776, 2.63e-06, 2.33901, 6.8e-07
1.2494e+07, 4.25822, 3e-06, 2.33914, 7.6e-07
1.2495e+07, 4.25867, 1.86e-06, 2.33927, 7.7e-07
1.2496e+07, 4.25909, 2.08e-06, 2.3394, 7.7e-07
1.2497e+07, 4.25949, 3e-06, 2.33953, 7.6e-07
1.2498e+07, 4.25995, 4.38e-06, 2.33966, 6.9e-07
1.2499e+07, 4.26034, 1.61e-06, 2.33979, 7.5e-07
1.25e+07, 4.26077, 1.88e-06, 2.33991, 7.1e-07
1.2501e+07, 4.26117, 3.46e-06, 2.34004, 7e-07
1.2502e+07, 4.26158, 1.7e-06, 2.34017, 7.1e-07
1.2503e+07, 4.26205, 1.62e-06, 2.3403, 7.5e-07
1.2504e+07, 4.2625, 2.01e-06, 2.34043, 7.6e-07
1.2505e+07, 4.2629, 1.9e-06, 2.34056, 7.7e-07
1.2506e+07, 4.26331, 2.26e-06, 2.34069, 7.6e-07
1.2507e+07, 4.26372, 1.97e-06, 2.34081, 8.2e-07
1.2508e+07, 4.26435, 2.61e-06, 2.341, 2.26e-06
1.2509e+07, 4.26474, 1.81e-06, 2.34125, 1.39e-06
1.251e+07, 4.26519, 1.79e-06, 2.34147, 2.59e-06
1.2511e+07, 4.26559, 2.14e-06, 2.34164, 9.1e-07
1.2512e+07, 4.26602, 2.13e-06, 2.34178, 8.6e-07
1.2513e+07, 4.26646, 2.42e-06, 2.34194, 8.5e-07
1.2514e+07, 4.26685, 1.83e-06, 2.34207, 7.4e-07
1.2515e+07, 4.26727, 2.06e-06, 2.3424, 1.1e-06
1.2516e+07, 4.26766, 1.81e-06, 2.34261, 1e-06
1.2517e+07, 4.26809, 3.09e-06, 2.34278, 1e-06
1.2518e+07, 4.26852, 2.5e-06, 2.34298, 9.9e-07
1.2519e+07, 4.26894, 2.4e-06, 2.34315, 1.1e-06
1.252e+07, 4.26945, 3.45e-06, 2.34333, 9.2e-07
1.2521e+07, 4.26986, 3.06e-06, 2.34346, 9.3e-07
1.2522e+07, 4.27028, 1.82e-06, 2.34359, 9.1e-07
1.2523e+07, 4.27068, 2.31e-06, 2.34372, 7.3e-07
1.2524e+07, 4.27113, 4.12e-06, 2.34399, 8.9e-07
1.2525e+07, 4.27165, 2.1e-06, 2.34413, 7.6e-07
1.2526e+07, 4.27212, 1.99e-06, 2.34426, 7e-07
1.2527e+07, 4.27281, 2.87e-06, 2.34439, 7.3e-07
1.2528e+07, 4.27355, 2.99e-06, 2.34452, 7.5e-07
1.2529e+07, 4.2742, 2.55e-06, 2.34465, 8.3e-07
1.253e+07, 4.27485, 7.52e-06, 2.34476, 2.3e-06
1.2531e+07, 4.27531, 2.96e-06, 2.3449, 8.2e-07
1.2532e+07, 4.27572, 2.75e-06, 2.34503, 7.6e-07
1.2533e+07, 4.27613, 7.25e-06, 2.34516, 7.6e-07
1.2534e+07, 4.27654, 2.05e-06, 2.34529, 7.3e-07
1.2535e+07, 4.277, 3.87e-06, 2.34543, 7.5e-07
1.2536e+07, 4.27744, 7.04e-06, 2.34555, 7.1e-07
1.2537e+07, 4.27785, 5.15e-06, 2.34569, 7.8e-07
1.2538e+07, 4.27839, 2.63e-06, 2.34583, 7.7e-07
1.2539e+07, 4.2788, 3.63e-06, 2.34595, 7.7e-07
1.254e+07, 4.27922, 1.9e-06, 2.3461, 7.1e-07
1.2541e+07, 4.27963, 1.92e-06, 2.34623, 7.7e-07
1.2542e+07, 4.28003, 1.88e-06, 2.34636, 7.4e-07
1.2543e+07, 4.28043, 1.474e-05, 2.34649, 7.4e-07
1.2544e+07, 4.28086, 1.77e-06, 2.34662, 7.7e-07
1.2545e+07, 4.28127, 1.96e-06, 2.34674, 8.4e-07
1.2546e+07, 4.28174, 1.89e-06, 2.34687, 7.6e-07
1.2547e+07, 4.28218, 9.55e-06, 2.347, 8e-07
1.2548e+07, 4.28261, 1.69e-06, 2.34714, 7.3e-07
1.2549e+07, 4.28303, 1.98e-06, 2.34727, 8.1e-07
1.255e+07, 4.28349, 2.6e-06, 2.3474, 7.3e-07
1.2551e+07, 4.28423, 4.04e-06, 2.34752, 7e-07
1.2552e+07, 4.28497, 2.47e-06, 2.34766, 7.4e-07
1.2553e+07, 4.28555, 1.96e-06, 2.34779, 8e-07
1.2554e+07, 4.28596, 2.12e-06, 2.34792, 7.3e-07
1.2555e+07, 4.28654, 3.6e-06, 2.34805, 7.6e-07
1.2556e+07, 4.2872, 3.05e-06, 2.34818, 8.1e-07
1.2557e+07, 4.28791, 2.85e-06, 2.34831, 8.3e-07
1.2558e+07, 4.28867, 3.66e-06, 2.34843, 7.2e-07
1.2559e+07, 4.28934, 3.81e-06, 2.34857, 8.9e-07
1.256e+07, 4.28998, 9.39e-06, 2.34869, 7.4e-07
1.2561e+07, 4.29068, 8.79e-06, 2.34882, 7.3e-07
1.2562e+07, 4.29146, 3.14e-06, 2.34895, 7.8e-07
1.2563e+07, 4.29212, 2.4e-06, 2.34908, 7e-07
1.2564e+07, 4.29279, 2.85e-06, 2.34921, 9.8e-07
1.2565e+07, 4.29342, 2.65e-06, 2.34934, 7e-07
1.2566e+07, 4.29415, 2.87e-06, 2.34946, 7.6e-07
1.2567e+07, 4.29482, 2.68e-06, 2.3496, 7.2e-07
1.2568e+07, 4.29547, 2.67e-06, 2.34973, 8e-07
1.2569e+07, 4.29618, 2.68e-06, 2.34986, 7.6e-07
1.257e+07, 4.29691, 3.36e-06, 2.34999, 7.5e-07
1.2571e+07, 4.29757, 2.51e-06, 2.35013, 8.4e-07
1.2572e+07, 4.29829, 2.9e-06, 2.35026, 7.4e-07
1.2573e+07, 4.29915, 2.79e-06, 2.35039, 7.5e-07
1.2574e+07, 4.30006, 3.26e-06, 2.35052, 8.5e-07
1.2575e+07, 4.3008, 3.64e-06, 2.35063, 8.5e-07
1.2576e+07, 4.30153, 4.88e-06, 2.35076, 7.3e-07
1.2577e+07, 4.30225, 3.21e-06, 2.35089, 8.3e-07
1.2578e+07, 4.30292, 2.67e-06, 2.35103, 7.9e-07
1.2579e+07, 4.30344, 2.04e-06, 2.35116, 9.7e-07
1.258e+07, 4.30384, 2.35e-06, 2.35129, 1.37e-06
1.2581e+07, 4.30451, 3.81e-06, 2.35143, 7.9e-07
1.2582e+07, 4.30501, 3.37e-06, 2.35156, 7.4e-07
1.2583e+07, 4.30553, 4.11e-06, 2.35169, 1.4e-06
1.2584e+07, 4.30607, 2.59e-06, 2.35182, 7.4e-07
1.2585e+07, 4.30651, 2.16e-06, 2.352, 2.46e-06
1.2586e+07, 4.30692, 1.97e-06, 2.35223, 1.5e-06
1.2587e+07, 4.30733, 1.87e-06, 2.35247, 1.2e-06
1.2588e+07, 4.30772, 2.04e-06, 2.35265, 9.6e-07
1.2589e+07, 4.30812, 2.02e-06, 2.35283, 1.01e-06
1.259e+07, 4.30852, 1.98e-06, 2.35301, 9.3e-07
1.2591e+07, 4.30893, 2e-06, 2.35319, 9.6e-07
1.2592e+07, 4.30933, 1.7e-06, 2.35338, 1.06e-06
1.2593e+07, 4.30973, 2.23e-06, 2.35373, 1.17e-06
1.2594e+07, 4.31014, 2.64e-06, 2.35393, 1.06e-06
1.2595e+07, 4.31057, 1.92e-06, 2.35411, 1e-06
1.2596e+07, 4.31119, 1.65e-06, 2.35431, 1.15e-06
1.2597e+07, 4.31159, 1.78e-06, 2.35451, 1.47e-06
1.2598e+07, 4.31201, 2.29e-06, 2.3547, 9.9e-07
1.2599e+07, 4.31242, 2.24e-06, 2.35497, 1.03e-06
1.26e+07, 4.31286, 2.18e-06, 2.35512, 7.6e-07
1.2601e+07, 4.31336, 2.25e-06, 2.35532, 1.22e-06
1.2602e+07, 4.31377, 1.72e-06, 2.35547, 8e-07
1.2603e+07, 4.31419, 1.84e-06, 2.35561, 8e-07
1.2604e+07, 4.31458, 1.83e-06, 2.35578, 1.12e-06
1.2605e+07, 4.31499, 2.24e-06, 2.35595, 8.8e-07
1.2606e+07, 4.31565, 6.97e-06, 2.35609, 9e-07
1.2607e+07, 4.31631, 8.78e-06, 2.35623, 1.29e-06
1.2608e+07, 4.31699, 2.64e-06, 2.35642, 1.2e-06
1.2609e+07, 4.31764, 3.09e-06, 2.35657, 3.932e-05
1.261e+07, 4.31833, 3.38e-06, 2.3569, 1.1e-06
1.2611e+07, 4.31878, 2.44e-06, 2.35729, 2.65e-06
1.2612e+07, 4.31921, 3.38e-06, 2.35754, 1.16e-06
1.2613e+07, 4.31965, 1.189e-05, 2.35776, 1.07e-06
1.2614e+07, 4.32011, 1.98e-06, 2.35794, 9.5e-07
1.2615e+07, 4.32077, 1.266e-05, 2.35813, 1.13e-06
1.2616e+07, 4.3212, 9.93e-06, 2.35843, 1.29e-06
1.2617e+07, 4.32178, 2.095e-05, 2.35859, 7.9e-07
1.2618e+07, 4.32243, 8.88e-06, 2.35872, 8.5e-07
1.2619e+07, 4.32284, 4.97e-06, 2.35886, 9.1e-07
1.262e+07, 4.32328, 1.86e-06, 2.35898, 9.6e-07
1.2621e+07, 4.3237, 1.8e-06, 2.35911, 1.19e-06
1.2622e+07, 4.3244, 7.28e-06, 2.35929, 8e-07
1.2623e+07, 4.32515, 2.04e-06, 2.35944, 9.1e-07
1.2624e+07, 4.32559, 2.22e-06, 2.35958, 7.2e-07
1.2625e+07, 4.32601, 1.96e-06, 2.3597, 7.2e-07
1.2626e+07, 4.32643, 2.28e-06, 2.35983, 7.3e-07
1.2627e+07, 4.32684, 2.19e-06, 2.36, 7.3e-07
1.2628e+07, 4.32728, 2.16e-06, 2.36015, 1.3e-06
1.2629e+07, 4.32767, 2.38e-06, 2.36034, 1.04e-06
1.263e+07, 4.32809, 2.92e-06, 2.36048, 9e-07
1.2631e+07, 4.3285, 1.96e-06, 2.36062, 7.5e-07
1.2632e+07, 4.32891, 2.02e-06, 2.36074, 7.8e-07
1.2633e+07, 4.32932, 1.85e-06, 2.36087, 7.6e-07
1.2634e+07, 4.32981, 2.7e-06, 2.36101, 7.4e-07
1.2635e+07, 4.33024, 3.35e-06, 2.36114, 8.7e-07
1.2636e+07, 4.33073, 1.94e-06, 2.36128, 8e-07
1.2637e+07, 4.33114, 2.19e-06, 2.36142, 7.4e-07
1.2638e+07, 4.3316, 1.87e-06, 2.36155, 6.8e-07
1.2639e+07, 4.33199, 1.98e-06, 2.36168, 7.7e-07
1.264e+07, 4.33262, 2.44e-06, 2.36181, 7.8e-07
1.2641e+07, 4.33308, 1.8e-06, 2.36194, 8.4e-07
1.2642e+07, 4.33351, 1.82e-06, 2.36209, 8.2e-07
1.2643e+07, 4.33392, 1.76e-06, 2.36222, 8.9e-07
1.2644e+07, 4.33435, 1.9e-06, 2.36235, 1.05e-06
1.2645e+07, 4.33476, 2.17e-06, 2.36248, 8.4e-07
1.2646e+07, 4.33519, 3.27e-06, 2.3626, 7.2e-07
1.2647e+07, 4.33563, 1.83e-06, 2.36273, 7.2e-07
1.2648e+07, 4.33608, 1.85e-06, 2.36286, 1.78e-06
1.2649e+07, 4.33662, 3.26e-06, 2.36302, 7.4e-07
1.265e+07, 4.33703, 1.71e-06, 2.36313, 6.9e-07
1.2651e+07, 4.33745, 2.46e-06, 2.36326, 6.8e-07
1.2652e+07, 4.33785, 1.86e-06, 2.36339, 7.4e-07
1.2653e+07, 4.33829, 2.12e-06, 2.36352, 7.7e-07
1.2654e+07, 4.33873, 1.93e-06, 2.36366, 7.3e-07
1.2655e+07, 4.33917, 1.82e-06, 2.36379, 7.3e-07
1.2656e+07, 4.33959, 2.12e-06, 2.36393, 1.09e-06
1.2657e+07, 4.33999, 7.19e-06, 2.36407, 7.2e-07
1.2658e+07, 4.34041, 1.94e-06, 2.3642, 7e-07
1.2659e+07, 4.34084, 1.95e-06, 2.36435, 8.2e-07
1.266e+07, 4.34126, 1.78e-06, 2.36448, 6.8e-07
1.2661e+07, 4.34172, 4.28e-06, 2.36461, 8.1e-07
1.2662e+07, 4.34244, 3.63e-06, 2.36474, 7.3e-07
1.2663e+07, 4.34285, 8.4e-06, 2.36489, 7.5e-07
1.2664e+07, 4.34327, 1.8e-06, 2.36502, 7.6e-07
1.2665e+07, 4.34366, 1.87e-06, 2.36513, 7.6e-07
1.2666e+07, 4.34412, 1.97e-06, 2.36526, 7e-07
1.2667e+07, 4.34453, 6.07e-06, 2.3654, 7.4e-07
1.2668e+07, 4.34495, 1.81e-06, 2.36554, 7.2e-07
1.2669e+07, 4.34537, 1.91e-06, 2.36569, 7.7e-07
1.267e+07, 4.34578, 1.75e-06, 2.36584, 8.1e-07
1.2671e+07, 4.34619, 1.87e-06, 2.36597, 7.3e-07
1.2672e+07, 4.34662, 1.87e-06, 2.3661, 7.3e-07
1.2673e+07, 4.34708, 1.96e-06, 2.36623, 7.9e-07
1.2674e+07, 4.34753, 2.07e-06, 2.36636, 7.5e-07
1.2675e+07, 4.34797, 2.34e-06, 2.36649, 7.8e-07
1.2676e+07, 4.34839, 2.14e-06, 2.36663, 7.6e-07
1.2677e+07, 4.34882, 1.81e-06, 2.36677, 1.3e-06
1.2678e+07, 4.34923, 1.69e-06, 2.3669, 9.1e-07
1.2679e+07, 4.34963, 2.53e-06, 2.36704, 9.7e-07
1.268e+07, 4.35004, 1.9e-06, 2.36722, 1.13e-06
1.2681e+07, 4.35046, 2.72e-06, 2.36738, 8.2e-07
1.2682e+07, 4.35088, 7.23e-06, 2.36751, 8.3e-07
1.2683e+07, 4.35129, 1.77e-06, 2.36764, 8.5e-07
1.2684e+07, 4.35196, 2.46e-06, 2.36779, 7.6e-07
1.2685e+07, 4.35238, 6.36e-06, 2.36792, 6.8e-07
1.2686e+07, 4.35281, 7.33e-06, 2.36805, 8.4e-07
1.2687e+07, 4.35322, 1.61e-06, 2.36818, 8.1e-07
